Kode;Nama Kereta;Kode Kereta;Stasiun Asal;Kode Stasiun Asal;Stasiun Tujuan;KodeStasiunTujuan;Kelas;Jenis Rangkaian;Kode Kelas;Jam Berangkat;Jam Sampai;Durasi (menit);Harga (Rp);Jumlah Stasiun Pemberhentian
90-PSE-HGL-AB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AB;11:10;12:57;107;370.000;2
90-PSE-HGL-AA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AA;11:10;12:57;107;370.000;2
256B-PSE-HGL-CD;JAKA TINGKIR;256B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Ekonomi Modifikasi;CD;11:50;13:32;102;340.000;2
256B-PSE-HGL-CA;JAKA TINGKIR;256B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Ekonomi Modifikasi;CA;11:50;13:32;102;340.000;2
256B-PSE-HGL-CB;JAKA TINGKIR;256B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Ekonomi Modifikasi;CB;11:50;13:32;102;340.000;2
162-PSE-HGL-AA;BANGUNKARTA;162;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AA;12:25;14:19;114;355.000;2
162-PSE-HGL-CD;BANGUNKARTA;162;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CD;12:25;14:19;114;235.000;2
162-PSE-HGL-CB;BANGUNKARTA;162;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CB;12:25;14:19;114;235.000;2
162-PSE-HGL-CA;BANGUNKARTA;162;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CA;12:25;14:19;114;235.000;2
162-PSE-HGL-AD;BANGUNKARTA;162;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AD;12:25;14:19;114;355.000;2
162-PSE-HGL-AB;BANGUNKARTA;162;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AB;12:25;14:19;114;355.000;2
152-PSE-HGL-CD;BRANTAS;152;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CD;14:10;16:01;111;235.000;1
152-PSE-HGL-CB;BRANTAS;152;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CB;14:10;16:01;111;210.000;1
152-PSE-HGL-CA;BRANTAS;152;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CA;14:10;16:01;111;180.000;1
152-PSE-HGL-AD;BRANTAS;152;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AD;14:10;16:01;111;360.000;1
152-PSE-HGL-AB;BRANTAS;152;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AB;14:10;16:01;111;330.000;1
152-PSE-HGL-AA;BRANTAS;152;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AA;14:10;16:01;111;315.000;1
254B-PSE-HGL-CA;KERTAJAYA;254B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Stainless Steel;CA;14:30;16:25;115;190.000;3
254B-PSE-HGL-CB;KERTAJAYA;254B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Stainless Steel;CB;14:30;16:25;115;195.000;3
254B-PSE-HGL-CD;KERTAJAYA;254B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Stainless Steel;CD;14:30;16:25;115;225.000;3
246B-PSE-HGL-CD;MAJAPAHIT;246B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;New Generation Stainless Steel;CD;17:40;19:25;105;250.000;2
246B-PSE-HGL-CA;MAJAPAHIT;246B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;New Generation Stainless Steel;CA;17:40;19:25;105;210.000;2
246B-PSE-HGL-CB;MAJAPAHIT;246B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;New Generation Stainless Steel;CB;17:40;19:25;105;220.000;2
260B-PSE-HGL-CA;TAWANG JAYA;260B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Mild Steel;CA;18:25;20:16;111;175.000;2
260B-PSE-HGL-CB;TAWANG JAYA;260B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Mild Steel;CB;18:25;20:16;111;180.000;2
260B-PSE-HGL-CD;TAWANG JAYA;260B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Mild Steel;CD;18:25;20:16;111;210.000;2
76B-PSE-HGL-CA;MATARAM;76B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CA;21:40;23:21;101;340.000;2
76B-PSE-HGL-CB;MATARAM;76B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CB;21:40;23:21;101;340.000;2
76B-PSE-HGL-AA;MATARAM;76B;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AA;21:40;23:21;101;450.000;2
76B-PSE-HGL-AB;MATARAM;76B;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AB;21:40;23:21;101;450.000;2
76B-PSE-HGL-CD;MATARAM;76B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CD;21:40;23:21;101;340.000;2
76B-PSE-HGL-AD;MATARAM;76B;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AD;21:40;23:21;101;450.000;2
150-PSE-HGL-AA;SINGASARI;150;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AA;21:55;23:47;112;385.000;4
150-PSE-HGL-CB;SINGASARI;150;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CB;21:55;23:47;112;250.000;4
150-PSE-HGL-AB;SINGASARI;150;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AB;21:55;23:47;112;385.000;4
150-PSE-HGL-CA;SINGASARI;150;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CA;21:55;23:47;112;250.000;4
150-PSE-HGL-CD;SINGASARI;150;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;Premium Modifikasi Mild Steel;CD;21:55;23:47;112;250.000;4
150-PSE-HGL-AD;SINGASARI;150;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AD;21:55;23:47;112;385.000;4
92-PSE-HGL-CD;JAYABAYA;92;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;New Generation Modifikasi;CD;22:15;00:09;114;300.000;4
92-PSE-HGL-CB;JAYABAYA;92;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;New Generation Modifikasi;CB;22:15;00:09;114;270.000;4
92-PSE-HGL-CA;JAYABAYA;92;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;New Generation Modifikasi;CA;22:15;00:09;114;260.000;4
92-PSE-HGL-AD;JAYABAYA;92;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AD;22:15;00:09;114;420.000;4
92-PSE-HGL-AB;JAYABAYA;92;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AB;22:15;00:09;114;390.000;4
92-PSE-HGL-AA;JAYABAYA;92;PASARSENEN;PSE;HAURGEULIS;HGL;Eksekutif;Eksekutif Mild Steel;AA;22:15;00:09;114;380.000;4
258B-PSE-HGL-CC;PROGO;258B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;New Generation Stainless Steel;CC;23:20;01:01;101;265.000;2
258B-PSE-HGL-CD;PROGO;258B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;New Generation Stainless Steel;CD;23:20;01:01;101;265.000;2
258B-PSE-HGL-CB;PROGO;258B;PASARSENEN;PSE;HAURGEULIS;HGL;Ekonomi;New Generation Stainless Steel;CB;23:20;01:01;101;265.000;2
74B-PSE-JTB-CC;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CC;05:40;07:58;138;340.000;4
74B-PSE-JTB-AC;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AC;05:40;07:58;138;450.000;4
110B-PSE-JTB-AC;FAJAR UTAMA YK;110B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AC;07:35;10:02;147;435.000;3
110B-PSE-JTB-CC;FAJAR UTAMA YK;110B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CC;07:35;10:02;147;280.000;3
106B-PSE-JTB-CC;GAJAHWONG;106B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CC;07:55;10:12;137;280.000;2
106B-PSE-JTB-AC;GAJAHWONG;106B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AC;07:55;10:12;137;415.000;2
204-PSE-JTB-AA;TEGAL BAHARI;204;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AA;10:40;12:56;136;210.000;2
90-PSE-JTB-CC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CC;11:10;13:27;137;280.000;3
90-PSE-JTB-AC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AC;11:10;13:27;137;370.000;3
270-PSE-JTB-CC;MATARMAJA;270;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Mild Steel PSO;CC;11:25;13:50;145;225.000;2
256B-PSE-JTB-CC;JAKA TINGKIR;256B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Ekonomi Modifikasi;CC;11:50;14:01;131;340.000;3
152-PSE-JTB-CC;BRANTAS;152;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CC;14:10;16:35;145;225.000;2
152-PSE-JTB-AC;BRANTAS;152;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AC;14:10;16:35;145;345.000;2
254B-PSE-JTB-CC;KERTAJAYA;254B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CC;14:30;17:01;151;205.000;4
252B-PSE-JTB-CC;JAYAKARTA;252B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CC;17:10;19:23;133;260.000;4
104B-PSE-JTB-AC;BOGOWONTO;104B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AC;18:10;20:27;137;435.000;3
104B-PSE-JTB-CC;BOGOWONTO;104B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CC;18:10;20:27;137;300.000;3
260B-PSE-JTB-CC;TAWANG JAYA;260B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Mild Steel;CC;18:25;20:45;140;195.000;3
108B-PSE-JTB-CC;SENJA UTAMA YK;108B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CC;19:00;21:09;129;280.000;2
108B-PSE-JTB-AC;SENJA UTAMA YK;108B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AC;19:00;21:09;129;435.000;2
164A-PSE-JTB-CA;GUMARANG;164A;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CA;21:30;00:02;152;340.000;2
164A-PSE-JTB-AA;GUMARANG;164A;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AA;21:30;00:02;152;510.000;2
76B-PSE-JTB-CC;MATARAM;76B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CC;21:40;23:50;130;340.000;3
76B-PSE-JTB-AC;MATARAM;76B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AC;21:40;23:50;130;450.000;3
150-PSE-JTB-AC;SINGASARI;150;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AC;21:55;00:18;143;385.000;5
150-PSE-JTB-CC;SINGASARI;150;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CC;21:55;00:18;143;250.000;5
92-PSE-JTB-CC;JAYABAYA;92;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Modifikasi;CC;22:15;00:40;145;290.000;5
92-PSE-JTB-AC;JAYABAYA;92;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AC;22:15;00:40;145;410.000;5
180B-PSE-JTB-AA;TAWANG JAYA PREMIUM;180B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Premium Modifikasi Mild Steel;AA;23:50;02:03;133;310.000;1
180B-PSE-JTB-CA;TAWANG JAYA PREMIUM;180B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CA;23:50;02:03;133;175.000;1
74B-PSE-JTB-CA;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CA;05:40;07:58;138;340.000;4
74B-PSE-JTB-CB;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CB;05:40;07:58;138;340.000;4
74B-PSE-JTB-AB;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AB;05:40;07:58;138;450.000;4
74B-PSE-JTB-AA;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AA;05:40;07:58;138;450.000;4
74B-PSE-JTB-CD;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CD;05:40;07:58;138;340.000;4
74B-PSE-JTB-AD;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AD;05:40;07:58;138;450.000;4
110B-PSE-JTB-AD;FAJAR UTAMA YK;110B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AD;07:35;10:02;147;435.000;3
110B-PSE-JTB-CA;FAJAR UTAMA YK;110B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CA;07:35;10:02;147;280.000;3
110B-PSE-JTB-CB;FAJAR UTAMA YK;110B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CB;07:35;10:02;147;280.000;3
110B-PSE-JTB-AA;FAJAR UTAMA YK;110B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AA;07:35;10:02;147;435.000;3
110B-PSE-JTB-CD;FAJAR UTAMA YK;110B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CD;07:35;10:02;147;280.000;3
110B-PSE-JTB-AB;FAJAR UTAMA YK;110B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AB;07:35;10:02;147;435.000;3
106B-PSE-JTB-AD;GAJAHWONG;106B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AD;07:55;10:12;137;415.000;2
106B-PSE-JTB-CB;GAJAHWONG;106B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CB;07:55;10:12;137;280.000;2
106B-PSE-JTB-CD;GAJAHWONG;106B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CD;07:55;10:12;137;280.000;2
106B-PSE-JTB-AA;GAJAHWONG;106B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AA;07:55;10:12;137;415.000;2
106B-PSE-JTB-CA;GAJAHWONG;106B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CA;07:55;10:12;137;280.000;2
106B-PSE-JTB-AB;GAJAHWONG;106B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AB;07:55;10:12;137;415.000;2
272-PSE-JTB-C;AIRLANGGA;272;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Mild Steel PSO;C;09:15;12:13;178;49.000;4
204-PSE-JTB-CD;TEGAL BAHARI;204;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Modifikasi;CD;10:40;12:56;136;200.000;2
204-PSE-JTB-CC;TEGAL BAHARI;204;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Modifikasi;CC;10:40;12:56;136;190.000;2
204-PSE-JTB-CB;TEGAL BAHARI;204;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Modifikasi;CB;10:40;12:56;136;180.000;2
204-PSE-JTB-CA;TEGAL BAHARI;204;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Modifikasi;CA;10:40;12:56;136;165.000;2
204-PSE-JTB-AD;TEGAL BAHARI;204;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AD;10:40;12:56;136;270.000;2
204-PSE-JTB-AC;TEGAL BAHARI;204;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AC;10:40;12:56;136;255.000;2
204-PSE-JTB-AB;TEGAL BAHARI;204;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AB;10:40;12:56;136;235.000;2
90-PSE-JTB-CD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CD;11:10;13:27;137;280.000;3
90-PSE-JTB-CB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CB;11:10;13:27;137;280.000;3
90-PSE-JTB-CA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CA;11:10;13:27;137;280.000;3
90-PSE-JTB-AD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AD;11:10;13:27;137;370.000;3
90-PSE-JTB-AB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AB;11:10;13:27;137;370.000;3
90-PSE-JTB-AA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AA;11:10;13:27;137;370.000;3
270-PSE-JTB-CD;MATARMAJA;270;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Mild Steel PSO;CD;11:25;13:50;145;250.000;2
270-PSE-JTB-CB;MATARMAJA;270;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Mild Steel PSO;CB;11:25;13:50;145;220.000;2
270-PSE-JTB-CA;MATARMAJA;270;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Mild Steel PSO;CA;11:25;13:50;145;210.000;2
256B-PSE-JTB-CD;JAKA TINGKIR;256B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Ekonomi Modifikasi;CD;11:50;14:01;131;340.000;3
256B-PSE-JTB-CA;JAKA TINGKIR;256B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Ekonomi Modifikasi;CA;11:50;14:01;131;340.000;3
256B-PSE-JTB-CB;JAKA TINGKIR;256B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Ekonomi Modifikasi;CB;11:50;14:01;131;340.000;3
152-PSE-JTB-CD;BRANTAS;152;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CD;14:10;16:35;145;235.000;2
152-PSE-JTB-CB;BRANTAS;152;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CB;14:10;16:35;145;210.000;2
152-PSE-JTB-CA;BRANTAS;152;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CA;14:10;16:35;145;180.000;2
152-PSE-JTB-AD;BRANTAS;152;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AD;14:10;16:35;145;360.000;2
152-PSE-JTB-AB;BRANTAS;152;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AB;14:10;16:35;145;330.000;2
152-PSE-JTB-AA;BRANTAS;152;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AA;14:10;16:35;145;315.000;2
254B-PSE-JTB-CA;KERTAJAYA;254B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CA;14:30;17:01;151;190.000;4
254B-PSE-JTB-CB;KERTAJAYA;254B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CB;14:30;17:01;151;195.000;4
254B-PSE-JTB-CD;KERTAJAYA;254B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CD;14:30;17:01;151;225.000;4
252B-PSE-JTB-CA;JAYAKARTA;252B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CA;17:10;19:23;133;260.000;4
252B-PSE-JTB-CD;JAYAKARTA;252B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CD;17:10;19:23;133;260.000;4
252B-PSE-JTB-CB;JAYAKARTA;252B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CB;17:10;19:23;133;260.000;4
104B-PSE-JTB-AB;BOGOWONTO;104B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AB;18:10;20:27;137;435.000;3
104B-PSE-JTB-CA;BOGOWONTO;104B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CA;18:10;20:27;137;300.000;3
104B-PSE-JTB-AD;BOGOWONTO;104B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AD;18:10;20:27;137;435.000;3
104B-PSE-JTB-AA;BOGOWONTO;104B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AA;18:10;20:27;137;435.000;3
104B-PSE-JTB-CB;BOGOWONTO;104B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CB;18:10;20:27;137;300.000;3
104B-PSE-JTB-CD;BOGOWONTO;104B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Stainless Steel;CD;18:10;20:27;137;300.000;3
260B-PSE-JTB-CA;TAWANG JAYA;260B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Mild Steel;CA;18:25;20:45;140;175.000;3
260B-PSE-JTB-CB;TAWANG JAYA;260B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Mild Steel;CB;18:25;20:45;140;180.000;3
260B-PSE-JTB-CD;TAWANG JAYA;260B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Mild Steel;CD;18:25;20:45;140;210.000;3
108B-PSE-JTB-CD;SENJA UTAMA YK;108B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CD;19:00;21:09;129;280.000;2
108B-PSE-JTB-AA;SENJA UTAMA YK;108B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AA;19:00;21:09;129;435.000;2
108B-PSE-JTB-AB;SENJA UTAMA YK;108B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AB;19:00;21:09;129;435.000;2
108B-PSE-JTB-AD;SENJA UTAMA YK;108B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;New Generation Stainless Steel;AD;19:00;21:09;129;435.000;2
108B-PSE-JTB-CA;SENJA UTAMA YK;108B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CA;19:00;21:09;129;280.000;2
108B-PSE-JTB-CB;SENJA UTAMA YK;108B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;New Generation Stainless Steel;CB;19:00;21:09;129;280.000;2
164A-PSE-JTB-CD;GUMARANG;164A;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CD;21:30;00:02;152;390.000;2
164A-PSE-JTB-CC;GUMARANG;164A;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CC;21:30;00:02;152;375.000;2
164A-PSE-JTB-CB;GUMARANG;164A;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CB;21:30;00:02;152;360.000;2
164A-PSE-JTB-AD;GUMARANG;164A;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AD;21:30;00:02;152;675.000;2
164A-PSE-JTB-AC;GUMARANG;164A;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AC;21:30;00:02;152;585.000;2
164A-PSE-JTB-AB;GUMARANG;164A;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AB;21:30;00:02;152;540.000;2
76B-PSE-JTB-CA;MATARAM;76B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CA;21:40;23:50;130;340.000;3
76B-PSE-JTB-CB;MATARAM;76B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CB;21:40;23:50;130;340.000;3
76B-PSE-JTB-AA;MATARAM;76B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AA;21:40;23:50;130;450.000;3
76B-PSE-JTB-AB;MATARAM;76B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AB;21:40;23:50;130;450.000;3
76B-PSE-JTB-CD;MATARAM;76B;PASARSENEN;PSE;JATIBARANG;JTB;Ekonomi;Premium Modifikasi Mild Steel;CD;21:40;23:50;130;340.000;3
76B-PSE-JTB-AD;MATARAM;76B;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AD;21:40;23:50;130;450.000;3
150-PSE-JTB-AA;SINGASARI;150;PASARSENEN;PSE;JATIBARANG;JTB;Eksekutif;Eksekutif Mild Steel;AA;21:55;00:18;143;385.000;5
